course_uid,display_title_ko,display_title_en,primary_course_code,alias_course_codes,participating_departments,tags,credit_hours,lecture_hours,lab_hours,department_context,offered_2025_1,offered_2025_2,description,source_page_first_seen,raw_title_ko,raw_title_en
HS4837,과학기술과 사회 연구 세미나,STS research seminar,HS4837,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,False,False,"Micro dust, Artificial intelligence, Robot, GMO and climate change are often called “Hybrid entities” as society is inseparably intertwined with science within them. Those hybrid entities increasingly become important part of our everday life and so new ideas or social theories are urgently needed to undertand their nature and workings. This course explores major concepts and ideas about Actor-Network theory, one of theories to aims to address the hybrid entities. Students are required to read the articles related to ANT theory, especially Bruno Latour’s ones and encouraged to have discussion about them with each other. This course offers students a unique and creative perspective to help understand the modern world. [ 인문사회과학 부전공 ] 가. 부전공 개요 GIST 대학생들에게 졸업 시 인문학·사회과학 영역의 부전공 이수 자격을 취득 할 수 있는 기회를 부여하여, 이공계 전공 분야 외에 다양한 인문·사회 분야에 대한 학업 동기를 고취하고, 인문·사회 영역의 특정 분야를 더욱 집중적으로 공 부하고자 하거나, 융합 분야에 관심이 있는 학생들의 개별적 수요에 맞는 제도 적 지원을 제공하고자 한다. 1) 문학과 역사(LH) 시대와 사회, 예술과 문화, 인간과 세계를 아우르는 폭넓은 인문학적 탐 구를 목표로 한다. 이 부전공 교과목들에서 수강생들은 텍스트 및 다양한 사 료들에 대한 해석 능력, 문제의 이면과 심층을 탐구하는 분석적 역량, 정확한 역사 인식과 역사 감각 등을 발전시킬 수 있다. 나아가 분과학문의 오랜 장벽 을 넘어, 이 분야의 지혜와 성찰은 창의적으로 문제를 발견하고 해결할 수 있 는 융합적 사고력의 바탕이 되어줄 것이다. 2) 공공정책(PP) 법-정치-사회 세 분야의 교과목을 중심으로, 여기에 윤리, 경제, 과학기술 정책 교과목이 더해진다. 본 부전공은 학생들로 하여금 공동체내 민주적 시민 이자 미래의 사회적 리더가 되기 위한 기초 소양을 갖추게 하는 것을 목표로 하며, 이를 통해 학생들은 공적 문제 해결을 위한 전략적 사고는 물론 옳고 그 름에 관한 규범적 사고까지도 함께 배양하게 된다. 3) 경제•경영(EB) 경제학과 경영학의 핵심 기초과목들과 기업, 정부, 세계경제, 인적자본, 기술 혁신, 창업 등에 대한 응용과목들로 구성되어 있다. 사회과학분야 전공 중 가장 수요가 많은 경제/경영은 이공학도들에게도 경제학적 마인드와 의사결정능력을 기르고 장차 현실세계의 다양한 분야에서 경쟁력을 발휘하는 데 도움을 줄 것이다. 4) 과학기술과 사회(SS) 과학기술이 현대사회에 미치는 영향력이 심대해지면서 과학자사회 안팎 에서 과학기술이 사회에서 수행하는 역할과 그 의미를 이해하고 분석할 수 있는 능력이 요구되고 있다. 과학기술과 사회 부전공은 과학기술의 문학적, 철학적, 법학적, 역사학적, 사회과학적 함의를 다루는 과목들을 제공함으로 써 성찰적이고 책임 있는 과학기술자, 과학기술 정책결정자, 과학기술 커뮤 니케이터 등을 꿈꾸는 학생들에게 훌륭한 기회가 될 것이다. 5) 마음과 행동(MB) 마음에 대한 탐구와 관련된 교과목들로 구성되어 있다. 인지과학이라는 학문은 마음의 작동 과정을 연구하는 종합적, 다학문적 과학이다. 심리학, 철학, 언어학, 신경과학, 컴퓨터과학, 경제학 등 인문. 사회, 및 자연과학이 마음이라는 공통분 모를 통해 자연스럽게 어울릴 수 있는 학문이며, 창의와 융합의 시대의 과학도 가 꼭 관심을 가져야 할 분야이다. 나. 교과목 개요 ※ 인문사회과목부에 편성된 해당 교과목 개요 참조 가. 학과 개요 인류는 컴퓨터, 인터넷, 스마트폰 등의 발명으로 인한 정보기술(Information Technology: IT) 혁명시대에 살고 있다. 정보기술은 시공을 초월하여 동일한 관심을 가지고 있으면 언제나 가깝게 소통할 수 있게 하는 소셜네트워크(Social Network: SN)를 출현케 하는 등 소통의 패러다임 전환을 가져와 인류 생활의 양 태를 혁명적으로 변화시키고 있다. 정보기술의 영향으로 전통시장의 약화, 사이 버 시장의 출연, 글로벌 시장의 가속화 등 새로운 경제 사회적 생태환경이 형성 되고 있다. 변화하는 환경에 빠르게 적응하는 능력과 새로운 사회환경과 시장을 창조할 수 있는 능력은 기업의 흥망성쇠를 좌우하며, 나아가서는 한 국가의 미래 를 결정지을 수도 있을 것이다. 이에 정보사회의 지속적 발전을 담보하기 위해서는, 정보기술 혁명을 가능케 한 컴퓨터, 인터넷, 휴대폰 등과 관련된 전기전자컴퓨터 분야 주요기술의 기본원리 를 학습하고, 이를 더욱 발전시켜 보다 나은 인간의 삶을 구현하기 위한 기술을 연구개발 할 수 있는 인재, 포스트 IT시대에 새롭게 다가올 도전에 대처할 수 있는 인재를 양성해야만 한다. 전기전자컴퓨터 전공에서는, 인류가 축적해온 광범위한 과학적 지식을 심도 있고 폭넓게 이해하고, 철저한 분석 능력과 창조적 설계능력을 다양한 전공 교과목 을 통하여 함양하며, 개별 및 졸업 연구 등을 통하여 전기전산 분야 뿐 만 아니 라 인공지능, 반도체 등 여러 관련분야에서 습득한 다양한 지식과 경험을 융합 하여 창조적으로 문제를 해결할 수 있는 능력을 갖춘 학생을 양성하는 것을 교 육의 목표로 하고 있다. 구체적으로는 데이터 엔지니어링과 인공지능, 컴퓨터 통 신 및 네트워크, 제어 및 자율 주행 로봇, 회로 및 시스템, 그리고 반도체, 나노 전자, 광전자 등 광범위한 교과목을 포함하며, 향후 이러한 교육을 통해 대학원 진학 및 IT, AI, 전자 및 통신 산업체와 연구소, 그리고 대학교수 등의 성공적인 진로를 모색할 수 있을 것이다. 인문사회과학부(도전탐색과정)에서는 미적분학을, 수리과학과에서는 선형대수학, 미분방정식, 확률과 통계 등의 수학 교과목을 수강하고 전기전자컴퓨터 과정 관련 기초 교과목인 컴퓨터 프로그래밍, 전기전자컴퓨터개론, 객체 지향 프로그래밍, 전자기학 및 연습 I 등을 수강하여 향후 전기전자컴퓨터 분야를 공부해나가는 데 있어 필요한 기본적 소양을 연마할 수 있다. 이들 전기전자컴퓨터 기초과목 은 전기전자컴퓨터 전공자로서 2-4학년에서 수강할 과목들에 대비할 수 있도록 기초를 닦아주는 기본역할을 담당할 뿐 아니라, 비전공자에게는 전기공학과 전 산과학에 대하여 폭 넓게 알려주는 역할도 담당한다. 본격적인 전공과정은 주로 2, 3학년을 대상으로 개설되는 전기전자컴퓨터 핵 심 교과목들을 수강하며 시작된다. 또한 4학년 과정에서는 학생 개개인이 진로 목표를 설정하고, 이에 걸 맞는 교과목을 스스로 선택하여 본인에 맞는 교과과 정을 완성 할 수 있도록, 다양한 전공 선택 교과목들이 개설될 것이다. 전기전자 컴퓨터분야의 핵심 교과과정에는 디지털 설계, 회로 이론, 자료구조, 알고리즘 개론, 컴퓨터 구조, 전자기학, 전자회로, 반도체, 컴퓨터 시스템, 신호처리, 머신 러닝과 딥러닝, 그리고 AI관련 과목 등이 있으며, 학생들은 컴퓨터 과학과 인공 지능, 신호 및 시스템, 회로 및 반도체, 그리고 나노 및 광공학 등 전기전자컴퓨 터 분야의 다양한 전공선택 과목들을 수강할 수 있다. 그리고, 전기전산 프로젝 트, G-SURF, 졸업 연구 및 논문작성 등을 통해 스스로 전공과 관련된 창의적인 연구를 수행하는 경험을 바탕으로 스스로 공학적 문제를 정의하고 풀어나가는 창조력을 함양할 수 있다. 전기전자컴퓨터 전공 과정에서는 타 전공 학생들에게도 전기전자컴퓨터 분야 의 기본지식을 함양할 수 있는 기회를 제공하며, 학생들이 습득한 지식을 각기 서로 다른 전공분야에 적용할 것을 장려한다. 나. 교과목 개요",113,과학기술과 사회 연구 세미나,STS research seminar
GS1490,SW기초와 코딩,Software Basics and Coding,GS1490,,융합기술원 | 에너지융합대학원,,2.0,1.0,2.0,SW필수,True,True,"본 교과목에서는 C언어 혹은 Python 등의 소프트웨어 프로그램의 기초 지식을 다루고, 해당 프 로그래밍 언어에 대한 기본 코딩 기법들에 대 해 강의한다. 아울러, 이러한 소프트웨어 코딩 기 술을 활용하여 다양한 실세계 문제의 해결 능력의 배양을 목표로 한다.",77,,SW기초와 코딩 Software Basics and Coding
GS1491,SW코딩과 AI활용,Software Coding and AI Practical Use,GS1491,,융합기술원 | 에너지융합대학원,,2.0,1.0,2.0,SW선택,False,True,"Big-data가 축적되면서 Machine Learning과 Deep Learning 기술이 발전했고 개발자가 실제 로 구현할 수 있는 Framework나 Library 가 등장하여 AI Service 구축이 용이해지고 있다. Machine Learning 분야의 표준 언어인 Python을 기반으로 Tensorflow를 이용해 Re- gression, Classfication, Convolutional Neural Networks(CNN), Recurrent Neural Networks(RNN), Long Short-Term Memory models (LSTM), Generative Adversarial Networks (GAN)등을 실습하며 Deep Learning의 기초를 익히고 AI를 이해한다.",77,,SW코딩과 AI활용 Software Coding and AI Practical Use
HS3663,종교와 과학,Science and Religion,HS3663,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,False,False,"과학이 종교가 되려는 열망이 분출하는 현대의 시대적 분위기 안에서, 전통적으로 인간의 정신 을 형성하고 인생의 방향을 설정하는 길잡이 역할을 해 왔던 종교는 그 역할을 다했는가? 본 강좌는 근대 과학의 탄생과 더불어 성장해 온 근대 과학적 세계관과 그것의 연장선상에 있는 인 공지능, 그리고 그런 과학적 사고에 의해 배척 혹은 배격 당했던 종교적 세계관 및 인간의 정신 성의 차이를 점검하면서, 미래의 과학의 존재 방식, 나아가 인간의 가능성을 다시 생각해보고자 하는 수업이다. 기독교와 과학, 동양종교와 과학의 관계, 대화 및 충돌의 여러 양상을 검토하면 서, 과학과 종교라는 오래된 문제를 현재적으로 다시 생각하는 기회를 가질 것이다.",107,종교와 과학,Science and Religion
UC0901,과학기술과 경제,"Science, Technology and Economy",UC0901,,GIST대학 | 공통,,1.0,1.0,0.0,공통과목,True,True,"과학기술, 창업, 경제 각 분야의 사회 저명인사를 초빙하여 과학기술의 사회경제적 가치 창출과 4차 산업혁명의 핵심 트렌드를 파악하고, 폭넓은 교양을 함양할 수 있도록 한다.",72,과학기술과 경제,"Science, Technology and Economy"
HS2803,과학기술과 사회,"Science, Technology and Society",HS2803,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,False,False,"This course, first, examines the development of science and technology in history, and its social implications. The relationships between science and technology and other social arenas such as law, politics, economy, and culture are also examined. Next, the course discusses the social status and roles of scientists and engineers as well as complicated and controversial issues arising from the development of new technologies such as information technology and bioscience and biotechnology.",103,과학기술과 사회,"Science, Technology and Society"
EV4236,과학적 사고와 표현,Scientific Thinking and Presentation,EV4236,,공과대학 | 환경·에너지공학과,,3.0,3.0,0.0,환경·에너지공학과,False,True,본 과목은 학생들에게 자신의 아이디어와 자신감을 명확하고 일관적이며 구조화된 표현으로 전 달하는 방법에 대한 기술적 커뮤니케이션 기술을 제공한다.,179,과학적 사고와 표현,Scientific Thinking and Presentation
EC4308,반도체 공정 기초,Semiconductor Manufacturing Process Technology,EC4308,,정보컴퓨팅대학 | 전기전자컴퓨터공학과,,3.0,2.0,2.0,전기전자컴퓨터공학과,False,True,"이 과목은 수강생들 에게 CMOS 공정의 전반적인 이론 및 장비를 활용한 실습 기술을 제공하고 자 함. 수강생들은 먼저 기초적인 MOSFET에 관련된 소자 이론을 배우고, MOSFET을 제작할 수 있는 기본적인 CMOS 공정의 이론을 배우게 됨. 이후에, EECS 반도체 공정실의 공정 실험 장비 및 측정 장비를 통한 실습을 진행하게 됨.",124,반도체 공정 기초,Semiconductor Manufacturing Process Technology
PS4202,반도체 물리,Semiconductor Physics,PS4202,,자연과학대학 | 물리·광과학과,,3.0,3.0,0.0,물리·광과학과,False,False,"이 과목은 반도체의 전자구조, 수송 특성 및 광특성 등의 원리를 소개한다. p-n 접합, 쌍극자 트랜지스터, MOSFET, MESFET 및 관련 광전소자의 기본원리들을 공부한다. 또한 에너지 띠 이론, 운반자 생성, 재결합 및 양자 수송 등도 공부한다.",141,반도체 물리,Semiconductor Physics
HS3621,현대철학 세미나,Seminar in Contemporary Philosophy,HS3621,,기초교육학부 | HUS,,3.0,3.0,0.0,인문 선택,False,False,"철학적으로 20세기는 과거와는 근본적으로 구별된다. 서구와 비서구적 타자, 계몽과 반계몽, 이 성과 반이성, 의식과 무의식 등, 20세기의 철학에 의해 제기된 사상적 과제는 21세기를 이해하 는 데에도 여전히 의미 있는 주제로 남아 있다. 이 강좌는 20세기의 철학적 과제를 이해하고 그 것을 근거로 21세기의 사상적 방향을 전망하는 것을 목표로 삼는다.",106,현대철학 세미나,Seminar in Contemporary Philosophy
HS3624,동양철학 세미나,Seminar in East-Asian Philosophy,HS3624,,기초교육학부 | HUS,,3.0,3.0,0.0,인문 선택,False,False,"<주역>은 의심할 여지없이 세계 종교사에서 가장 중요한 책 중의 하나이다. <주역>은 한자 문 화권의 전통 지식인에게 삶의 의미를 생각하고 통찰력을 얻는 원천이었다. 그러나 현대인에게 주역은 그저 신비한 기호의 집성에 불과하다. 훈련받지 않은 사람이 <주역>을 읽고 의미를 찾아 내는 일은 쉽지 않다. 이 강의는 학생들에게 <주역> 이해의 ‘실마리’를 제시하고, 스스로 동양적 인 사유의 길에 다가가 새롭게 생각할 수 있는 기회를 제공하려고 한다.",106,동양철학 세미나,Seminar in East-Asian Philosophy
EV4233,환경분리기술,Separation Technology for Environment,EV4233,,공과대학 | 환경·에너지공학과,,3.0,3.0,0.0,환경·에너지공학과,True,False,"본 과목은 환경 및 에너지 분야에서 적용할 수 있는 다양한 분리 기술의 원리와 응용에 대한 기 본적인 이해에 초점을 두고 있다. 분리 기술 원리의 기초가 되는 열역학, 물질 확산 및 흡착에 대해 알아본다. 이를 바탕으로 크로마토그래피, 원심분리, 이온교환막, 전기화학적 분리 및 결정 화 등의 분리 기술에 대한 이해를 높이고자 한다.",179,환경분리기술,Separation Technology for Environment
CT4305,서비스러닝 프로젝트,Service-Learning Project,CT4305,,정보컴퓨팅대학 | AI융합학과,,3.0,3.0,0.0,문화기술 부전공,True,True,"서비스러닝의 목적은 교과에서 배운 지식을 지역사회 문제에 적용함으로써 기존의 지식을 강화 하고, 새로운 지식을 경험으로 습득하고자 하는 것을 목표로 한다. 융합 캡스톤 디자인 및 실험 /실습 체험 기반의 수업으로 학생들의 전공 및 재능을 지역공동체와 나누고 나아가 세계의 사회 적 문제를 함께 생각하고 이를 해결한 방법에 대한 아이디어를 도출하여 프로젝트를 직접 제작 해 본다.",132,서비스러닝 프로젝트,Service-Learning Project
HS2523,영어단편소설 읽기,Short Stories in English,HS2523,,기초교육학부 | HUS,,3.0,3.0,0.0,인문 선택,False,False,"The primary purpose of this course is to provide students with first-hand experience of reading and discussing some of the most accomplished and celebrated short stories in the English language, and thereby to foster their interest and appreciative skills in literary reading. The stories select for this course range from nineteenth-century short-story classics to robot/animal narratives of the recent decades. Students can choose to read the stories in the English original, in Korean translation, or both, and the extent of English use in class can be negotiated to accommodate students’ needs and preferences, with the possible exemption from curved grading as incentive for English-medium class.",92,영어단편소설 읽기,Short Stories in English
EC3202,신호 및 시스템,Signals and Systems,EC3202,,정보컴퓨팅대학 | 전기전자컴퓨터공학과,,3.0,3.0,0.0,전기전자컴퓨터공학과,True,False,"본 과목에서는 연속 및 이산 선형시 불변 신호의 해석과 이들 신호와 시스템과의 상호작용에 대한 기초를 다룬다. 이를 위해 푸리에 급수 와 변환을 포한하는 복소수 주파수분석, 라플라스와 Z-변 환, 충격응답, 샘플링, 필터링, 변조 및 컨볼루션에 대한 개념과 그 방법을 이 해한다.",118,신호 및 시스템,Signals and Systems
GS1001,미적분학과 응용,Single Variable Calculus and Applications,GS1001,,자연과학대학 | 수리과학과,,3.0,3.0,1.0,기초 필수,True,True,"일변수 함수의 미적분학을 다루며 기본 개념을 배우고 추상적인 개념의 이해와 응용으로 확장한다. 기본적인 미분방정식을 소개하고 미적분학과 연계된 내용을 다루며 무한수열과 무한급수의 수렴의 정의를 이해하고 무한급수로 나타내어지는 함수의 성질과 응용을 학습한다. 이는 미분방정식, 선형 대수학, 다변수 함수에 필요한 다양한 기초 주제의 개념을 쌓기 위함이다.",73,미적분학과 응용,Single Variable Calculus and Applications
HS2754,소셜네트워크 이론과 분석,Social Network Theory and Analysis,HS2754,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,False,False,"조직 및 경영이론에 있어 기업행동의 선행요인과 결과에 대한 식별은 매우 중요한 학문적 위치 를 차지한다. 최근 들어, 소셜 네트워크 분석은 이와 같은 식별을 도와주는 도구로서 많은 학문 적 관심을 받게 되었는데, 이는 기업이 사회적 진공상태가 아닌 끈끈한 사회적 관계 즉 소셜 네 트워크 속에 배태되어 있음을 인식하게 되었기 때문이다. 이 과목을 통하여 학생들은 소셜 네트 워크 이론을 기업이라는 맥락 속에서 이해하고, 이 이론이 실제 상황에서 어떻게 적용될 수 있 는지에 대하여 배우게 된다. 궁극적으로 이 과목의 목표는 소셜 네트워크가 기업의 전략적 의사 결정에 어떻게 영향을 미치고, 또 이 결정이 사회적, 경제적 성과로 변환되는 과정에 어떻게 관 여하는지에 대한 지식을 갖추는 데에 있다.",100,소셜네트워크 이론과 분석,Social Network Theory and Analysis
